product_number,mfg_number,title,long_description,short_description,image,image_file,product_details_materials_of_construction,product_details_connections,product_details_design,product_details_performance_data,product_details_packaging,product_drawings,product_drawings_files,technical_literature,technical_literature_files,category_number,categories
69910,8932000,3-Way Check Valve,The 3-Way Check Valve is developed for general medical use to administer liquids into the patient via an infusion pump or a syringe. One of the applications is in cardiology for drawing up cold fluid in a high pressure syringe for subsequent injection via a thermodulition catheter.,Dual Transfer Valve,69910ph.jpg,http://filtertek.azurewebsites.net/images/products/69910ph.jpg,"Filter Material: Silicone Rubber Medium 
Housing Material: MABS  

Biological Safety: USP XXIII Class VI Certified 
Sterilization Compatibility: Gamma Radiation, EtO","Type: Male-Female Luer Lock 
Inlet: Female luer lock per ISO 594: 1991 Female Luer Lock 
Outlet: Male luer lock per ISO 594: 1991 Male Luer Lock","Overall Dimensions: 1.181""x0.394""diameter+0.472""lg tube port 
Valve Static Position: Normally Closed 
Position Sensitivity: None 
IP: Patent Pending","Back flow: After 15 min: </=0.1mL/hr@39.4"" H2O Head 
Maximum Operating Pressure: >/=435 psid (H2O), >/=145 psid (Air) 
Valve opening pressure: 4.0-6.0 psid Pressure Side 
Usability: Disposable","Standard Pack: 12,000 parts/carton (non-sterile)  

Specifications are for pre-sterilized products and are subject to change without notice. Results in specific applications may vary. Filtertek recommends that end user confirm fitness in specific applications.",8932000drw.jpg,http://filtertek.azurewebsites.net/images/drawings/8932000drw.jpg,,,20311,Check Valves
70150,70150,Micro-Infusion Filter,,"1.2u CA,.079"" ID Ports",56080ph.jpg,http://filtertek.azurewebsites.net/images/products/56080ph.jpg,"Filter Material: 1.2 micron, Cellulose Acetate Membrane 
Vent Media: 0.02 Micron, ePTFE Membrane 
Housing Material: Acrylic","Type: Tubing 
Inlet: .079"" ID Male Slip Luer 
Outlet: .079"" ID Male Slip Luer  

Specifications are for pre-sterilized products and are subject to change without notice. Results in specific applications may vary. Filtertek recommends that end user confirm fitness in specific applications.",,,,,,,,20302,Micro-Infusion
70520,70520,Micro-Infusion Filter,"Designed to vent air from I.V. lines and prevent bacterial contamination from reaching the patient. Available in your choice of membrane pore sizes for various applications, including critical-care neonate, pediatrics, chemotherapy, insulin-infusion and antibiotic therapy.","0.2u PES,.110"" ID Ports",56080ph.jpg,http://filtertek.azurewebsites.net/images/products/56080ph.jpg,"Filter Material: 0.22 micron, PES Membrane 
Vent Media: .02 micron, ePTFE Membrane 
Housing Material: Acrylic  

Biological Safety: USP Class VI Materials 
Sterilization Compatibility: Gamma Radiation, EtO","Type: Tubing 
Inlet: Available in various sizes Female & Male Combination 
Outlet: Available in various sizes Female & Male Combination ","Overall Dimensions: 0.850"" dia x 1.51"" total length 
Effective Filtration Area: 1.7 cm2","Bubble point: >40.0 psi (.22um) 
Minimum flow rate: >3 mL/min (.22um) and 22 mL/min (1.2um) 
Maximum Operating Pressure: 45.0 psi 
Pressure rating: 45.0 psi 
Prime time: 1.2 seconds
Bacterial retention: 0.22 micron 96 hr. bacterial retentive 
Filtration capacity: >500 mL with normal IV solution 
Hold up volume: <0.3 mL (.22 um) 
Usability: Disposable","Standard Pack: 4,000 parts/carton (bulk, non-sterile)  

Specifications are for pre-sterilized products and are subject to change without notice. Results in specific applications may vary. Filtertek recommends that end user confirm fitness in specific applications.",,,,,20302,Micro-Infusion
71630,8935100,EuroValve,"A normally closed check valve using USP Class VI plastics and designed for strength and performance to meet the functioning requirements in infusion systems, IV lines, syringes, diagnostic equipment and other uses.",Low Opening Pressure,71630ph.jpg,http://filtertek.azurewebsites.net/images/products/71630ph.jpg,"Filter Material: Silicone Rubber Medium 
Housing Material: MABS  

Biological Safety: USP Class VI Materials 
Sterilization Compatibility: Gamma Radiation, EtO","Type: Combination Fittings 
Inlet: Female luer lock Female Luer Lock 
Outlet: 3mm coaxial Coaxial","Overall Dimensions: 0.935"" x 0.472"" major diameter 
Valve Static Position: Normally Closed 
Position Sensitivity: None 
IP: Patent Pending","Air back check: </= 4.0 cc/min @ 6"" H2O Head Height 
Back flow: Zero 
Minimum flow rate: >/= 120 ml/min @ 36"" of H20 Head Height 
Maximum Flow Rate: >/= 300mL/min @ 36"" of H2O Head Height 
Valve opening pressure: </= 5"" H20 Head Height 
Pressure rating: 87 psid 
Usability: Disposable","Standard Pack: 12,000 parts/carton (bulk, non-sterile)  

Specifications are for pre-sterilized products and are subject to change without notice. Results in specific applications may vary. Filtertek recommends that end user confirm fitness in specific applications.",8935100drw.jpg,http://filtertek.azurewebsites.net/images/drawings/8935100drw.jpg,,,20311,Check Valves
0042230-00-020,0042230-00-020,Vent Cap,Filtertek vent cap filters are designed for low pressure situations and primarily used in medical and laboratory applications for I.V. and enteral feeding. Additional configurations are available for unique filtration requirements.,0.2u Vent Cap White,0042230-00-020ph.jpg,http://filtertek.azurewebsites.net/images/products/0042230-00-020ph.jpg,"Vent Media: 0.2 micron, Acrylic Copolymer Membrane 
Housing Material: Polyethylene  

Sterilization Compatibility: Gamma Radiation, EtO ",Type: Press Fit,"Overall Dimensions: 0.46""L x 0.31""stem dia (0.42"" major od) 
Effective Filtration Area: 0.034in^2","Minimum flow rate: 40cc/min @ 36"" H2O Head Height 
Water entry pressure: 25 psi for 10 sec. 
Usability: Disposable","Standard Pack: 20,000 parts/carton (bulk, non-sterile)  

Specifications are for pre-sterilized products and are subject to change without notice. Results in specific applications may vary. Filtertek recommends that end user confirm fitness in specific applications.",0042230-00-020dr.jpg,http://filtertek.azurewebsites.net/images/drawings/0042230-00-020dr.jpg,,,20360,Vent Caps
0042230-00-040,0042230-00-040,Vent Cap,Vent cap filters are primarily used in medical and laboratory applications for I.V. and enteral feeding. Additional configurations are available. Various media to vent air/gases as well as monofilament screens for liquid filtration can be incorporated depending upon the application.,0.45u Vent Cap White,0042230-00-020ph.jpg,http://filtertek.azurewebsites.net/images/products/0042230-00-020ph.jpg,"Vent Media: 0.45 micron, Acrylic Copolymer Membrane 
Housing Material: Polyethylene  

Sterilization Compatibility: Gamma Radiation, EtO",Type: Press Fit ,"Overall Dimensions: 0.46"" x 0.310"" stem dia (0.42"" major od) 
Effective Filtration Area: 0.034in^2","Minimum flow rate: 80cc/min @ 36"" H2O head height 
Water entry pressure: >20 psi 
Usability: Disposable","Standard Pack: 20,000 parts/carton (bulk, non-sterile)  

Specifications are for pre-sterilized products and are subject to change without notice. Results in specific applications may vary. Filtertek recommends that end user confirm fitness in specific applications.",0042230-00-020dr.jpg,http://filtertek.azurewebsites.net/images/drawings/0042230-00-020dr.jpg,,,20360,Vent Caps
0042230-00-080,0042230-00-080,Vent Cap,Vent cap filters are primarily used in medical and laboratory applications for I.V. and enteral feeding. Additional configurations are available for unique filtration requirements. Various hydrophobic or hydrophilic media can be incorporated depending upon the application.,0.8u Vent Cap White,0042230.00.020ph.jpg,http://filtertek.azurewebsites.net/images/products/0042230.00.020ph.jpg,"Vent Media: 0.8 micron, Acrylic Copolymer Membrane 
Housing Material: Polyethylene  

Sterilization Compatibility: Gamma Radiation, EtO",Type: Press Fit,"Overall Dimensions: 0.46"" x 0.310"" stem dia (0.42"" major od) 
Effective Filtration Area: 0.034in^2","Minimum flow rate: 180cc/min. @ 36"" H2O head height 
Water entry pressure: >10 psi 
Usability: Disposable","Standard Pack: 20,000 parts/carton (bulk, non-sterile)  

Specifications are for pre-sterilized products and are subject to change without notice. Results in specific applications may vary. Filtertek recommends that end user confirm fitness in specific applications.",0042230.00.020dr.jpg,http://filtertek.azurewebsites.net/images/drawings/0042230.00.020dr.jpg,,,20360,Vent Caps
0042230-00-090,0042230-00-090,Vent Cap,Vent caps are primarily used in medical and laboratory applications for I.V. and enteral feeding. Additional configurations are available for unique applications. Various hydrophobic or hydrophilic media can be incorporated depending upon the application.,0.8u Vent Cap Blue,0042230-00-020ph.jpg,http://filtertek.azurewebsites.net/images/products/0042230-00-020ph.jpg,"Filter Material: 0.8 micron, Acrylic Copolymer Membrane 
Housing Material: Polyethylene  

Sterilization Compatibility: Gamma Radiation, EtO",Type: Press Fit,"Overall Dimensions: 0.46"" x 0.310"" stem dia (0.42"" major od) 
Effective Filtration Area: 0.034in^2","Minimum flow rate: 180cc/min @ 36""H2O head height 
Water entry pressure: >10 psi 
Usability: Disposable","Standard Pack: 20,000 parts/carton (bulk, non-sterile)  

Specifications are for pre-sterilized products and are subject to change without notice. Results in specific applications may vary. Filtertek recommends that end user confirm fitness in specific applications.",0042230-00-020dr.jpg,http://filtertek.azurewebsites.net/images/drawings/0042230-00-020dr.jpg,,,20360,Vent Caps
0042230-00-300,0042230-00-300,Vent Cap,Vent caps are primarily used in medical and laboratory applications for I.V. and enteral feeding. Additional configurations are available for unique applications. Various hydrophobic or hydrophilic media can be incorporated depending upon the application.,3.0u Vent Cap White,0042230-00-020ph.jpg,http://filtertek.azurewebsites.net/images/products/0042230-00-020ph.jpg,"Vent Media: 3.0 microns, Acrylic Copolymer Membrane 
Housing Material: Polyethylene  

Sterilization Compatibility: Gamma Radiation, EtO",Type: Press Fit,"Overall Dimensions: 0.46"" x 0.310"" stem dia (0.42"" major od) 
Effective Filtration Area: 0.034in^2","Minimum flow rate: >150cc/min @ 20"" H2O head height 
Water entry pressure: >20"" H2O hydrostatic pressure 
Usability: Disposable","Standard Pack: 20,000 parts/carton (bulk, non-sterile)  

Specifications are for pre-sterilized products and are subject to change without notice. Results in specific applications may vary. Filtertek recommends that end user confirm fitness in specific applications. ",0042230-00-020dr.jpg,http://filtertek.azurewebsites.net/images/drawings/0042230-00-020dr.jpg,,,20360,Vent Caps
0042230-00-500,0042230-00-500,Vent Cap,Vent cap filters are primarily used in medical and laboratory applications for I.V. and enteral feeding. Additional configurations are available for unique applications. Various hydrophobic or hydrophilic media can be incorporated depending upon the application.,5.0u Vent Cap White,0042230-00-020ph.jpg,http://filtertek.azurewebsites.net/images/products/0042230-00-020ph.jpg,"Vent Media: 5.0 microns, Acrylic Copolymer Membrane 
Housing Material: Polyethylene  

Sterilization Compatibility: Gamma Radiation, EtO",Type: Press Fit,"Overall Dimensions: 0.46"" x 0.310"" stem dia (0.42"" major od) 
Effective Filtration Area: 0.034in^2 ","Minimum flow rate: 1,500 mL/min @ 1 psi 
Maximum Operating Pressure: *Customer application testing required* 
Usability: Disposable","Standard Pack: 20,000 parts/carton (bulk, non-sterile)  

Specifications are for pre-sterilized products and are subject to change without notice. Results in specific applications may vary. Filtertek recommends that end user confirm fitness in specific applications.",0042230-00-020dr.jpg,http://filtertek.azurewebsites.net/images/drawings/0042230-00-020dr.jpg,,,20360,Vent Caps
